transcript_id	gene_id
ENST00000440493	ENSG00000133460
ENST00000473740	ENSG00000133460
ENST00000611880	ENSG00000133460
ENST00000492516	ENSG00000133460
ENST00000423972	ENSG00000133460
ENST00000418102	ENSG00000133460
ENST00000491948	ENSG00000133460
ENST00000316185	ENSG00000133460
ENST00000436643	ENSG00000133460
ENST00000405340	ENSG00000133460
ENST00000461809	ENSG00000133460
ENST00000482576	ENSG00000133460
ENST00000472526	ENSG00000133460
ENST00000473357	ENSG00000133460
ENST00000486907	ENSG00000133460
ENST00000433835	ENSG00000251357
ENST00000215754	ENSG00000240972
ENST00000465752	ENSG00000240972
ENST00000498385	ENSG00000240972
ENST00000290765	ENSG00000133433
ENST00000404172	ENSG00000133433
ENST00000215770	ENSG00000099974
ENST00000703966	ENSG00000099977
ENST00000350608	ENSG00000099977
ENST00000428792	ENSG00000099977
ENST00000398344	ENSG00000099977
ENST00000703965	ENSG00000099977
ENST00000444947	ENSG00000099977
ENST00000403754	ENSG00000099977
ENST00000430101	ENSG00000099977
ENST00000402588	ENSG00000099984
ENST00000634759	ENSG00000099984
ENST00000611600	ENSG00000276950
ENST00000621179	ENSG00000276950
ENST00000612717	ENSG00000276950
ENST00000617532	ENSG00000276950
ENST00000454754	ENSG00000099991
ENST00000263119	ENSG00000099991
ENST00000617531	ENSG00000099991
ENST00000405822	ENSG00000099991
ENST00000445422	ENSG00000099991
ENST00000398319	ENSG00000099991
ENST00000474981	ENSG00000099991
ENST00000484593	ENSG00000099991
ENST00000496016	ENSG00000099991
ENST00000467937	ENSG00000099991
ENST00000337989	ENSG00000099991
ENST00000495121	ENSG00000099991
ENST00000485008	ENSG00000099991
ENST00000459824	ENSG00000099991
ENST00000358321	ENSG00000099994
ENST00000463101	ENSG00000099994
ENST00000263112	ENSG00000099998
ENST00000425408	ENSG00000099998
ENST00000398292	ENSG00000099998
ENST00000327365	ENSG00000099998
ENST00000424217	ENSG00000099998
ENST00000623756	ENSG00000099998
ENST00000437398	ENSG00000100014
ENST00000421374	ENSG00000100014
ENST00000314328	ENSG00000100014
ENST00000651059	ENSG00000100014
ENST00000416735	ENSG00000100014
ENST00000541492	ENSG00000100014
ENST00000440893	ENSG00000100014
ENST00000472799	ENSG00000100014
ENST00000358654	ENSG00000258555
ENST00000467385	ENSG00000128271
ENST00000486351	ENSG00000128271
ENST00000424232	ENSG00000128271
ENST00000611543	ENSG00000128271
ENST00000486108	ENSG00000128271
ENST00000464977	ENSG00000128271
ENST00000444262	ENSG00000128271
ENST00000496258	ENSG00000128271
ENST00000337539	ENSG00000128271
ENST00000496497	ENSG00000128271
ENST00000472248	ENSG00000128271
ENST00000610595	ENSG00000128271
ENST00000618076	ENSG00000128271
ENST00000436735	ENSG00000128271
ENST00000439591	ENSG00000128271
ENST00000415388	ENSG00000100024
ENST00000382760	ENSG00000100024
ENST00000326010	ENSG00000100024
ENST00000498140	ENSG00000100024
ENST00000486043	ENSG00000100024
ENST00000621833	ENSG00000138867
ENST00000435822	ENSG00000138867
ENST00000407471	ENSG00000138867
ENST00000398245	ENSG00000138867
ENST00000490922	ENSG00000138867
ENST00000404664	ENSG00000138867
ENST00000447813	ENSG00000138867
ENST00000402766	ENSG00000138867
ENST00000493099	ENSG00000138867
ENST00000480272	ENSG00000138867
ENST00000407973	ENSG00000138867
ENST00000468170	ENSG00000138867
ENST00000490810	ENSG00000138867
ENST00000468770	ENSG00000100028
ENST00000215829	ENSG00000100028
ENST00000402849	ENSG00000100028
ENST00000652248	ENSG00000286070
ENST00000404603	ENSG00000286070
ENST00000439775	ENSG00000286070
ENST00000651180	ENSG00000286070
ENST00000446942	ENSG00000178026
ENST00000318753	ENSG00000178026
ENST00000491910	ENSG00000178026
ENST00000404045	ENSG00000178026
ENST00000460524	ENSG00000178026
ENST00000495297	ENSG00000178026
ENST00000465334	ENSG00000178026
ENST00000464490	ENSG00000178026
ENST00000456869	ENSG00000100031
ENST00000411974	ENSG00000100031
ENST00000412658	ENSG00000100031
ENST00000445029	ENSG00000100031
ENST00000400382	ENSG00000100031
ENST00000419133	ENSG00000100031
ENST00000438643	ENSG00000100031
ENST00000452551	ENSG00000100031
ENST00000412898	ENSG00000100031
ENST00000400380	ENSG00000100031
ENST00000455483	ENSG00000100031
ENST00000430289	ENSG00000100031
ENST00000447416	ENSG00000100031
ENST00000432867	ENSG00000100031
ENST00000451366	ENSG00000100031
ENST00000428855	ENSG00000100031
ENST00000425895	ENSG00000100031
ENST00000474191	ENSG00000100031
ENST00000487766	ENSG00000100031
ENST00000466310	ENSG00000100031
ENST00000401885	ENSG00000100031
ENST00000404532	ENSG00000100031
ENST00000403838	ENSG00000100031
ENST00000404223	ENSG00000100031
ENST00000404920	ENSG00000100031
ENST00000490087	ENSG00000100031
ENST00000332271	ENSG00000184571
ENST00000616349	ENSG00000184571
ENST00000527701	ENSG00000184571
ENST00000533313	ENSG00000184571
ENST00000610372	ENSG00000167037
ENST00000400358	ENSG00000167037
ENST00000470591	ENSG00000167037
ENST00000400359	ENSG00000167037
ENST00000473458	ENSG00000167037
ENST00000480523	ENSG00000167037
ENST00000640159	ENSG00000206069
ENST00000407886	ENSG00000206069
ENST00000358431	ENSG00000197077
ENST00000406486	ENSG00000197077
ENST00000494730	ENSG00000197077
ENST00000461374	ENSG00000197077
ENST00000401395	ENSG00000197077
ENST00000637069	ENSG00000197077
ENST00000215855	ENSG00000100053
ENST00000404334	ENSG00000100053
ENST00000651629	ENSG00000244752
ENST00000398215	ENSG00000244752
ENST00000324198	ENSG00000100077
ENST00000455558	ENSG00000100077
ENST00000536101	ENSG00000133454
ENST00000335473	ENSG00000133454
ENST00000407587	ENSG00000133454
ENST00000539302	ENSG00000133454
ENST00000418374	ENSG00000133454
ENST00000534908	ENSG00000133454
ENST00000536204	ENSG00000133454
ENST00000539544	ENSG00000133454
ENST00000543971	ENSG00000133454
ENST00000540454	ENSG00000133454
ENST00000248933	ENSG00000100095
ENST00000404234	ENSG00000100095
ENST00000529632	ENSG00000100095
ENST00000360929	ENSG00000100095
ENST00000629590	ENSG00000100095
ENST00000343706	ENSG00000100095
ENST00000402979	ENSG00000100095
ENST00000403121	ENSG00000100095
ENST00000483291	ENSG00000100095
ENST00000494013	ENSG00000100095
ENST00000215906	ENSG00000128203
ENST00000699226	ENSG00000100099
ENST00000699227	ENSG00000100099
ENST00000699228	ENSG00000100099
ENST00000519774	ENSG00000100099
ENST00000398145	ENSG00000100099
ENST00000491142	ENSG00000100099
ENST00000699229	ENSG00000100099
ENST00000699230	ENSG00000100099
ENST00000699231	ENSG00000100099
ENST00000699232	ENSG00000100099
ENST00000699233	ENSG00000100099
ENST00000699234	ENSG00000100099
ENST00000422379	ENSG00000100099
ENST00000473782	ENSG00000100099
ENST00000699235	ENSG00000100099
ENST00000699236	ENSG00000100099
ENST00000699237	ENSG00000100099
ENST00000699238	ENSG00000100099
ENST00000483631	ENSG00000100099
ENST00000699239	ENSG00000100099
ENST00000699240	ENSG00000100099
ENST00000699241	ENSG00000100099
ENST00000699242	ENSG00000100099
ENST00000699243	ENSG00000100099
ENST00000699244	ENSG00000100099
ENST00000699245	ENSG00000100099
ENST00000699246	ENSG00000100099
ENST00000699247	ENSG00000100099
ENST00000699248	ENSG00000100099
ENST00000699249	ENSG00000100099
ENST00000699250	ENSG00000100099
ENST00000429411	ENSG00000100099
ENST00000464362	ENSG00000100099
ENST00000402105	ENSG00000100099
ENST00000336873	ENSG00000100099
ENST00000439453	ENSG00000100099
ENST00000466781	ENSG00000100099
ENST00000699251	ENSG00000100099
ENST00000496385	ENSG00000100099
ENST00000485842	ENSG00000100099
ENST00000699252	ENSG00000100099
ENST00000459918	ENSG00000100099
ENST00000699253	ENSG00000100099
ENST00000699254	ENSG00000100099
ENST00000699255	ENSG00000100099
ENST00000481910	ENSG00000100099
ENST00000699256	ENSG00000100099
ENST00000699257	ENSG00000100099
ENST00000479064	ENSG00000100099
ENST00000215917	ENSG00000100104
ENST00000477945	ENSG00000100104
ENST00000471799	ENSG00000100104
ENST00000619735	ENSG00000100109
ENST00000407690	ENSG00000100109
ENST00000492137	ENSG00000100109
ENST00000407431	ENSG00000100109
ENST00000407148	ENSG00000100109
ENST00000405938	ENSG00000100109
ENST00000481357	ENSG00000100109
ENST00000450493	ENSG00000100109
ENST00000496523	ENSG00000100109
ENST00000493698	ENSG00000100109
ENST00000479489	ENSG00000100109
ENST00000472918	ENSG00000100109
ENST00000455080	ENSG00000100109
ENST00000418876	ENSG00000100109
ENST00000420242	ENSG00000100109
ENST00000440258	ENSG00000100109
ENST00000464449	ENSG00000100109
ENST00000338754	ENSG00000128294
ENST00000454778	ENSG00000128294
ENST00000398110	ENSG00000128294
ENST00000403880	ENSG00000128294
ENST00000445720	ENSG00000128294
ENST00000442495	ENSG00000128294
ENST00000440953	ENSG00000128294
ENST00000453117	ENSG00000128294
ENST00000450022	ENSG00000128294
ENST00000647684	ENSG00000100122
ENST00000647569	ENSG00000100122
ENST00000354760	ENSG00000196431
ENST00000466315	ENSG00000196431
ENST00000302326	ENSG00000169184
ENST00000703102	ENSG00000169184
ENST00000424656	ENSG00000169184
ENST00000497225	ENSG00000169184
ENST00000335272	ENSG00000180957
ENST00000320996	ENSG00000180957
ENST00000634017	ENSG00000180957
ENST00000477861	ENSG00000180957
ENST00000493007	ENSG00000180957
ENST00000415296	ENSG00000180957
ENST00000436663	ENSG00000180957
ENST00000465179	ENSG00000180957
ENST00000460566	ENSG00000180957
ENST00000471825	ENSG00000180957
ENST00000612946	ENSG00000100154
ENST00000397906	ENSG00000100154
ENST00000431039	ENSG00000100154
ENST00000480563	ENSG00000100154
ENST00000469670	ENSG00000100154
ENST00000442232	ENSG00000100154
ENST00000490475	ENSG00000100154
ENST00000468807	ENSG00000100154
ENST00000434810	ENSG00000183765
ENST00000456369	ENSG00000183765
ENST00000464581	ENSG00000183765
ENST00000402731	ENSG00000183765
ENST00000425190	ENSG00000183765
ENST00000711048	ENSG00000183765
ENST00000404276	ENSG00000183765
ENST00000348295	ENSG00000183765
ENST00000416671	ENSG00000183765
ENST00000648295	ENSG00000183765
ENST00000472807	ENSG00000183765
ENST00000649563	ENSG00000183765
ENST00000405598	ENSG00000183765
ENST00000382580	ENSG00000183765
ENST00000650281	ENSG00000183765
ENST00000417588	ENSG00000183765
ENST00000433728	ENSG00000183765
ENST00000448511	ENSG00000183765
ENST00000403642	ENSG00000183765
ENST00000433028	ENSG00000183765
ENST00000491919	ENSG00000183765
ENST00000439346	ENSG00000183765
ENST00000439200	ENSG00000183765
ENST00000454252	ENSG00000183765
ENST00000650233	ENSG00000183765
ENST00000398017	ENSG00000183765
ENST00000216027	ENSG00000100209
ENST00000450178	ENSG00000100209
ENST00000398941	ENSG00000100209
ENST00000420442	ENSG00000100209
ENST00000485599	ENSG00000100209
ENST00000483861	ENSG00000100209
ENST00000495977	ENSG00000100209
ENST00000421503	ENSG00000159873
ENST00000448492	ENSG00000159873
ENST00000249064	ENSG00000159873
ENST00000453543	ENSG00000159873
ENST00000444523	ENSG00000159873
ENST00000432510	ENSG00000159873
ENST00000216037	ENSG00000100219
ENST00000403532	ENSG00000100219
ENST00000484256	ENSG00000100219
ENST00000344347	ENSG00000100219
ENST00000405219	ENSG00000100219
ENST00000482720	ENSG00000100219
ENST00000544604	ENSG00000183579
ENST00000402174	ENSG00000183579
ENST00000406323	ENSG00000183579
ENST00000216071	ENSG00000100249
ENST00000400335	ENSG00000183762
ENST00000327813	ENSG00000183762
ENST00000407188	ENSG00000183762
ENST00000453585	ENSG00000183762
ENST00000474001	ENSG00000183762
ENST00000479755	ENSG00000183762
ENST00000334018	ENSG00000186998
ENST00000429226	ENSG00000186998
ENST00000404755	ENSG00000186998
ENST00000404820	ENSG00000186998
ENST00000430127	ENSG00000186998
ENST00000435427	ENSG00000186998
ENST00000484039	ENSG00000186998
ENST00000433143	ENSG00000186998
ENST00000473933	ENSG00000186998
ENST00000488820	ENSG00000186998
ENST00000487477	ENSG00000186998
ENST00000216085	ENSG00000100263
ENST00000413137	ENSG00000100263
ENST00000496342	ENSG00000100263
ENST00000414672	ENSG00000100263
ENST00000406335	ENSG00000100263
ENST00000493894	ENSG00000100263
ENST00000488106	ENSG00000100263
ENST00000444626	ENSG00000182944
ENST00000332050	ENSG00000182944
ENST00000629659	ENSG00000182944
ENST00000436425	ENSG00000182944
ENST00000447973	ENSG00000182944
ENST00000333395	ENSG00000182944
ENST00000397938	ENSG00000182944
ENST00000485037	ENSG00000182944
ENST00000406548	ENSG00000182944
ENST00000437155	ENSG00000182944
ENST00000415761	ENSG00000182944
ENST00000331029	ENSG00000182944
ENST00000483415	ENSG00000182944
ENST00000414183	ENSG00000182944
ENST00000455726	ENSG00000182944
ENST00000332035	ENSG00000182944
ENST00000493426	ENSG00000182944
ENST00000479135	ENSG00000182944
ENST00000469669	ENSG00000182944
ENST00000483629	ENSG00000182944
ENST00000360091	ENSG00000182944
ENST00000610553	ENSG00000182944
ENST00000416823	ENSG00000185340
ENST00000428622	ENSG00000185340
ENST00000616432	ENSG00000185340
ENST00000406549	ENSG00000185340
ENST00000610653	ENSG00000185340
ENST00000621062	ENSG00000185340
ENST00000487341	ENSG00000185340
ENST00000611648	ENSG00000185340
ENST00000618518	ENSG00000185340
ENST00000491016	ENSG00000185340
ENST00000401450	ENSG00000100276
ENST00000216101	ENSG00000100276
ENST00000608559	ENSG00000100276
ENST00000474590	ENSG00000100276
ENST00000482818	ENSG00000100280
ENST00000357586	ENSG00000100280
ENST00000432560	ENSG00000100280
ENST00000405198	ENSG00000100280
ENST00000317368	ENSG00000100280
ENST00000472057	ENSG00000100280
ENST00000421126	ENSG00000100280
ENST00000415756	ENSG00000100280
ENST00000473606	ENSG00000100280
ENST00000354373	ENSG00000128250
ENST00000310624	ENSG00000100285
ENST00000490103	ENSG00000100296
ENST00000397871	ENSG00000100296
ENST00000397872	ENSG00000100296
ENST00000442555	ENSG00000100296
ENST00000472164	ENSG00000100296
ENST00000358079	ENSG00000100296
ENST00000397873	ENSG00000100296
ENST00000484924	ENSG00000100296
ENST00000443089	ENSG00000100296
ENST00000492707	ENSG00000100296
ENST00000488052	ENSG00000100296
ENST00000475187	ENSG00000100296
ENST00000440771	ENSG00000100296
ENST00000455450	ENSG00000100296
ENST00000428374	ENSG00000100296
ENST00000414902	ENSG00000100296
ENST00000418021	ENSG00000100296
ENST00000216121	ENSG00000184117
ENST00000437094	ENSG00000184117
ENST00000415100	ENSG00000184117
ENST00000455496	ENSG00000184117
ENST00000496944	ENSG00000184117
ENST00000494966	ENSG00000184117
ENST00000713935	ENSG00000186575
ENST00000413209	ENSG00000186575
ENST00000672805	ENSG00000186575
ENST00000403435	ENSG00000186575
ENST00000672461	ENSG00000186575
ENST00000361452	ENSG00000186575
ENST00000403999	ENSG00000186575
ENST00000673312	ENSG00000186575
ENST00000361166	ENSG00000186575
ENST00000338641	ENSG00000186575
ENST00000672896	ENSG00000186575
ENST00000334961	ENSG00000186575
ENST00000353887	ENSG00000186575
ENST00000432151	ENSG00000186575
ENST00000361676	ENSG00000186575
ENST00000397789	ENSG00000186575
ENST00000216144	ENSG00000100314
ENST00000344318	ENSG00000100319
ENST00000489010	ENSG00000100319
ENST00000330029	ENSG00000184076
ENST00000401406	ENSG00000184076
ENST00000542393	ENSG00000100325
ENST00000487486	ENSG00000100325
ENST00000307790	ENSG00000100325
ENST00000472433	ENSG00000100325
ENST00000458594	ENSG00000100325
ENST00000397771	ENSG00000100325
ENST00000411532	ENSG00000100325
ENST00000483380	ENSG00000100325
ENST00000478812	ENSG00000100325
ENST00000464287	ENSG00000100325
ENST00000449900	ENSG00000100325
ENST00000431535	ENSG00000100325
ENST00000495967	ENSG00000100325
ENST00000412689	ENSG00000100325
ENST00000465667	ENSG00000100325
ENST00000463203	ENSG00000100325
ENST00000495681	ENSG00000100325
ENST00000462454	ENSG00000100325
ENST00000453160	ENSG00000100325
ENST00000460313	ENSG00000100325
ENST00000477074	ENSG00000100325
ENST00000454854	ENSG00000100325
ENST00000492821	ENSG00000100325
ENST00000333027	ENSG00000100330
ENST00000401950	ENSG00000100330
ENST00000495098	ENSG00000100330
ENST00000445401	ENSG00000100330
ENST00000323630	ENSG00000100330
ENST00000351488	ENSG00000100330
ENST00000415511	ENSG00000100330
ENST00000406629	ENSG00000100330
ENST00000480776	ENSG00000100330
ENST00000487907	ENSG00000100330
ENST00000492087	ENSG00000100330
ENST00000491251	ENSG00000100330
ENST00000336726	ENSG00000176635
ENST00000450612	ENSG00000176635
ENST00000403975	ENSG00000176635
ENST00000491605	ENSG00000176635
ENST00000249075	ENSG00000128342
ENST00000403987	ENSG00000128342
ENST00000215781	ENSG00000099985
ENST00000403389	ENSG00000099985
ENST00000403463	ENSG00000099985
ENST00000459785	ENSG00000239282
ENST00000407689	ENSG00000239282
ENST00000404953	ENSG00000239282
ENST00000440839	ENSG00000239282
ENST00000421236	ENSG00000239282
ENST00000497605	ENSG00000239282
ENST00000415484	ENSG00000239282
ENST00000425691	ENSG00000239282
ENST00000463795	ENSG00000239282
ENST00000471480	ENSG00000239282
ENST00000492159	ENSG00000239282
ENST00000440704	ENSG00000239282
ENST00000464854	ENSG00000239282
ENST00000498572	ENSG00000239282
ENST00000330168	ENSG00000248751
ENST00000434987	ENSG00000248751
ENST00000434291	ENSG00000248751
ENST00000418047	ENSG00000248751
ENST00000447976	ENSG00000248751
ENST00000215790	ENSG00000099992
ENST00000467596	ENSG00000099992
ENST00000462073	ENSG00000099992
ENST00000403477	ENSG00000099992
ENST00000403362	ENSG00000099992
ENST00000433426	ENSG00000099992
ENST00000466666	ENSG00000099992
ENST00000437122	ENSG00000099992
ENST00000393906	ENSG00000099992
ENST00000490449	ENSG00000099992
ENST00000215793	ENSG00000099995
ENST00000411423	ENSG00000099995
ENST00000444440	ENSG00000099995
ENST00000485618	ENSG00000099995
ENST00000498259	ENSG00000099995
ENST00000447376	ENSG00000099995
ENST00000471037	ENSG00000099995
ENST00000471342	ENSG00000099995
ENST00000463818	ENSG00000099995
ENST00000496189	ENSG00000099995
ENST00000399824	ENSG00000187860
ENST00000405659	ENSG00000187860
ENST00000445005	ENSG00000187860
ENST00000430839	ENSG00000187860
ENST00000338306	ENSG00000187860
ENST00000475975	ENSG00000187860
ENST00000482413	ENSG00000187860
ENST00000332468	ENSG00000099999
ENST00000619645	ENSG00000099999
ENST00000630264	ENSG00000099999
ENST00000631046	ENSG00000099999
ENST00000421022	ENSG00000099999
ENST00000382363	ENSG00000099999
ENST00000215798	ENSG00000099999
ENST00000463319	ENSG00000099999
ENST00000473077	ENSG00000099999
ENST00000431544	ENSG00000099999
ENST00000428195	ENSG00000100003
ENST00000617837	ENSG00000100003
ENST00000619483	ENSG00000100003
ENST00000416523	ENSG00000100003
ENST00000437022	ENSG00000100003
ENST00000452649	ENSG00000100003
ENST00000615189	ENSG00000100003
ENST00000405717	ENSG00000100003
ENST00000402592	ENSG00000100003
ENST00000459728	ENSG00000100003
ENST00000429917	ENSG00000100003
ENST00000415072	ENSG00000100003
ENST00000484486	ENSG00000100003
ENST00000485482	ENSG00000100003
ENST00000464335	ENSG00000100003
ENST00000483116	ENSG00000100003
ENST00000620251	ENSG00000100003
ENST00000454552	ENSG00000249590
ENST00000439838	ENSG00000249590
ENST00000439023	ENSG00000249590
ENST00000629597	ENSG00000242114
ENST00000266263	ENSG00000242114
ENST00000614920	ENSG00000242114
ENST00000355143	ENSG00000242114
ENST00000412752	ENSG00000242114
ENST00000407550	ENSG00000242114
ENST00000403066	ENSG00000100012
ENST00000215812	ENSG00000100012
ENST00000540910	ENSG00000100012
ENST00000401751	ENSG00000100012
ENST00000402286	ENSG00000100012
ENST00000434642	ENSG00000100012
ENST00000435069	ENSG00000100012
ENST00000255858	ENSG00000133488
ENST00000320982	ENSG00000133488
ENST00000321205	ENSG00000133488
ENST00000381982	ENSG00000133488
ENST00000402034	ENSG00000214491
ENST00000691669	ENSG00000214491
ENST00000687231	ENSG00000214491
ENST00000688644	ENSG00000214491
ENST00000687338	ENSG00000214491
ENST00000437871	ENSG00000214491
ENST00000406955	ENSG00000128242
ENST00000402321	ENSG00000128242
ENST00000402369	ENSG00000128242
ENST00000406361	ENSG00000128242
ENST00000338911	ENSG00000128242
ENST00000401975	ENSG00000128242
ENST00000441967	ENSG00000128242
ENST00000431313	ENSG00000128242
ENST00000452827	ENSG00000128242
ENST00000437282	ENSG00000128242
ENST00000416358	ENSG00000128242
ENST00000427899	ENSG00000128242
ENST00000423299	ENSG00000128242
ENST00000443136	ENSG00000128242
ENST00000423371	ENSG00000128242
ENST00000428682	ENSG00000128242
ENST00000453479	ENSG00000128242
ENST00000426220	ENSG00000128242
ENST00000447224	ENSG00000128242
ENST00000411821	ENSG00000128242
ENST00000445645	ENSG00000128242
ENST00000448604	ENSG00000128242
ENST00000354694	ENSG00000100029
ENST00000402281	ENSG00000100029
ENST00000441668	ENSG00000100029
ENST00000405677	ENSG00000100029
ENST00000488719	ENSG00000100029
ENST00000402284	ENSG00000100029
ENST00000335214	ENSG00000100029
ENST00000406208	ENSG00000100029
ENST00000477762	ENSG00000100029
ENST00000433575	ENSG00000100029
ENST00000466614	ENSG00000100029
ENST00000467368	ENSG00000100029
ENST00000492986	ENSG00000100029
ENST00000423350	ENSG00000185339
ENST00000450638	ENSG00000185339
ENST00000405742	ENSG00000185339
ENST00000698263	ENSG00000185339
ENST00000698264	ENSG00000185339
ENST00000698265	ENSG00000185339
ENST00000698266	ENSG00000185339
ENST00000698267	ENSG00000185339
ENST00000698268	ENSG00000185339
ENST00000471659	ENSG00000185339
ENST00000698269	ENSG00000185339
ENST00000698270	ENSG00000185339
ENST00000698271	ENSG00000185339
ENST00000698272	ENSG00000185339
ENST00000215838	ENSG00000185339
ENST00000698273	ENSG00000185339
ENST00000407817	ENSG00000185339
ENST00000493542	ENSG00000185339
ENST00000343605	ENSG00000100036
ENST00000406566	ENSG00000100036
ENST00000451479	ENSG00000100036
ENST00000430175	ENSG00000167065
ENST00000404885	ENSG00000167065
ENST00000407308	ENSG00000167065
ENST00000461301	ENSG00000167065
ENST00000377087	ENSG00000167065
ENST00000412865	ENSG00000167065
ENST00000403268	ENSG00000167065
ENST00000334679	ENSG00000167065
ENST00000342474	ENSG00000167065
ENST00000442752	ENSG00000167065
ENST00000438716	ENSG00000184792
ENST00000407373	ENSG00000184792
ENST00000403222	ENSG00000184792
ENST00000332585	ENSG00000184792
ENST00000446658	ENSG00000184792
ENST00000477355	ENSG00000184792
ENST00000445781	ENSG00000184792
ENST00000401475	ENSG00000184792
ENST00000464341	ENSG00000184792
ENST00000496367	ENSG00000184792
ENST00000424224	ENSG00000184792
ENST00000713559	ENSG00000184792
ENST00000437268	ENSG00000184792
ENST00000454145	ENSG00000184792
ENST00000431368	ENSG00000184792
ENST00000535268	ENSG00000184792
ENST00000452656	ENSG00000184792
ENST00000496575	ENSG00000184792
ENST00000433183	ENSG00000184792
ENST00000397641	ENSG00000133422
ENST00000429468	ENSG00000133422
ENST00000445980	ENSG00000133422
ENST00000675402	ENSG00000133422
ENST00000675798	ENSG00000133422
ENST00000676263	ENSG00000133422
ENST00000215862	ENSG00000133422
ENST00000674576	ENSG00000133422
ENST00000676215	ENSG00000133422
ENST00000675601	ENSG00000133422
ENST00000675779	ENSG00000133422
ENST00000674585	ENSG00000133422
ENST00000675570	ENSG00000133422
ENST00000675317	ENSG00000133422
ENST00000675027	ENSG00000133422
ENST00000469915	ENSG00000133422
ENST00000476152	ENSG00000133422
ENST00000646021	ENSG00000253352
ENST00000644773	ENSG00000253352
ENST00000646496	ENSG00000253352
ENST00000569384	ENSG00000253352
ENST00000643920	ENSG00000253352
ENST00000602971	ENSG00000253352
ENST00000519077	ENSG00000253352
ENST00000643280	ENSG00000253352
ENST00000643877	ENSG00000253352
ENST00000643071	ENSG00000253352
ENST00000540687	ENSG00000253352
ENST00000644027	ENSG00000253352
ENST00000647354	ENSG00000253352
ENST00000643553	ENSG00000253352
ENST00000569149	ENSG00000253352
ENST00000563812	ENSG00000253352
ENST00000566220	ENSG00000253352
ENST00000521091	ENSG00000253352
ENST00000643077	ENSG00000253352
ENST00000602393	ENSG00000253352
ENST00000432777	ENSG00000183963
ENST00000422839	ENSG00000183963
ENST00000440425	ENSG00000183963
ENST00000426927	ENSG00000183963
ENST00000482444	ENSG00000183963
ENST00000475548	ENSG00000183963
ENST00000333137	ENSG00000183963
ENST00000497697	ENSG00000183963
ENST00000358743	ENSG00000183963
ENST00000347557	ENSG00000183963
ENST00000489337	ENSG00000183963
ENST00000438223	ENSG00000183963
ENST00000619644	ENSG00000183963
ENST00000612341	ENSG00000183963
ENST00000416786	ENSG00000183963
ENST00000431481	ENSG00000183963
ENST00000460658	ENSG00000183963
ENST00000466272	ENSG00000183963
ENST00000455608	ENSG00000183963
ENST00000404574	ENSG00000183963
ENST00000493335	ENSG00000183963
ENST00000624247	ENSG00000183963
ENST00000472911	ENSG00000183963
ENST00000504335	ENSG00000183963
ENST00000402395	ENSG00000198832
ENST00000490967	ENSG00000198832
ENST00000400299	ENSG00000198832
ENST00000465536	ENSG00000198832
ENST00000491958	ENSG00000198832
ENST00000495533	ENSG00000198832
ENST00000460642	ENSG00000198832
ENST00000469262	ENSG00000198832
ENST00000465447	ENSG00000198832
ENST00000463528	ENSG00000185133
ENST00000412985	ENSG00000185133
ENST00000420017	ENSG00000185133
ENST00000331075	ENSG00000185133
ENST00000461241	ENSG00000185133
ENST00000400294	ENSG00000185133
ENST00000404390	ENSG00000185133
ENST00000405300	ENSG00000185133
ENST00000715268	ENSG00000185133
ENST00000402238	ENSG00000185133
ENST00000404453	ENSG00000185133
ENST00000401755	ENSG00000185133
ENST00000215885	ENSG00000100078
ENST00000326132	ENSG00000138942
ENST00000494514	ENSG00000138942
ENST00000471384	ENSG00000138942
ENST00000518626	ENSG00000138942
ENST00000468921	ENSG00000138942
ENST00000266252	ENSG00000138942
ENST00000462625	ENSG00000182541
ENST00000406516	ENSG00000182541
ENST00000331728	ENSG00000182541
ENST00000425203	ENSG00000182541
ENST00000333611	ENSG00000182541
ENST00000340552	ENSG00000182541
ENST00000465937	ENSG00000182541
ENST00000482270	ENSG00000182541
ENST00000467301	ENSG00000182541
ENST00000480654	ENSG00000100100
ENST00000215912	ENSG00000100100
ENST00000441972	ENSG00000100100
ENST00000715258	ENSG00000100100
ENST00000493034	ENSG00000100100
ENST00000402249	ENSG00000100100
ENST00000443175	ENSG00000100100
ENST00000266269	ENSG00000100105
ENST00000351933	ENSG00000100105
ENST00000405309	ENSG00000100105
ENST00000494109	ENSG00000100105
ENST00000465287	ENSG00000100105
ENST00000215919	ENSG00000100105
ENST00000331457	ENSG00000185721
ENST00000416465	ENSG00000185721
ENST00000433341	ENSG00000185721
ENST00000486584	ENSG00000185721
ENST00000469673	ENSG00000185721
ENST00000548143	ENSG00000185721
ENST00000441289	ENSG00000184708
ENST00000344710	ENSG00000184708
ENST00000495101	ENSG00000184708
ENST00000397525	ENSG00000184708
ENST00000330125	ENSG00000184708
ENST00000397523	ENSG00000184708
ENST00000445424	ENSG00000184708
ENST00000475437	ENSG00000184708
ENST00000487671	ENSG00000184708
ENST00000418321	ENSG00000184708
ENST00000423097	ENSG00000184708
ENST00000397518	ENSG00000184708
ENST00000397520	ENSG00000184708
ENST00000465646	ENSG00000198089
ENST00000540643	ENSG00000198089
ENST00000432498	ENSG00000198089
ENST00000443011	ENSG00000198089
ENST00000465437	ENSG00000198089
ENST00000411518	ENSG00000198089
ENST00000400288	ENSG00000198089
ENST00000400289	ENSG00000198089
ENST00000444859	ENSG00000198089
ENST00000382162	ENSG00000198089
